,Id,SalePrice
0,1461,120006.76865841812
1,1462,151095.13290625616
2,1463,175361.09644535434
3,1464,189175.28007246536
4,1465,192869.33864116657
5,1466,176380.17668254566
6,1467,177576.9841534875
7,1468,169414.33901694656
8,1469,185191.0348235206
9,1470,122355.65613773534
10,1471,187717.4110666052
11,1472,98263.02660579825
12,1473,96830.28452289678
13,1474,148947.5083529133
14,1475,119132.83882291181
15,1476,357282.17431800254
16,1477,247075.50498780241
17,1478,300467.2763682975
18,1479,283712.22491518233
19,1480,474923.84299652884
20,1481,317738.7825249864
21,1482,211550.38025404478
22,1483,175402.5046011677
23,1484,171041.288054712
24,1485,186503.081766586
25,1486,195465.37542135804
26,1487,324316.8087806469
27,1488,236057.0634693027
28,1489,194657.13825592567
29,1490,218675.23432456265
30,1491,192878.5865926172
31,1492,94681.48762405559
32,1493,187050.67080750442
33,1494,295105.00240532355
34,1495,285457.2200722855
35,1496,231122.17391582642
36,1497,180282.83773488388
37,1498,168363.51263896734
38,1499,159495.1310799647
39,1500,161025.76644161833
40,1501,172582.46226252976
41,1502,157672.6510948295
42,1503,273656.3228251635
43,1504,239715.09732785833
44,1505,222214.7120409959
45,1506,184619.67368554714
46,1507,240727.14989391196
47,1508,193139.92140760797
48,1509,158494.7801151647
49,1510,148872.7950411077
50,1511,153792.22889041138
51,1512,168705.19512274154
52,1513,148132.4191230756
53,1514,150206.4270777043
54,1515,184058.4523289446
55,1516,152628.60105546034
56,1517,156683.7585022807
57,1518,131446.59781822405
58,1519,216110.46767022245
59,1520,132887.49771474337
60,1521,134278.34257431817
61,1522,168470.72629707167
62,1523,114517.90896826593
63,1524,120161.22428590425
64,1525,121856.57305571288
65,1526,118326.7427299866
66,1527,109292.9629370695
67,1528,130324.35431003169
68,1529,147163.68418988446
69,1530,187341.82534654616
70,1531,124045.14011937602
71,1532,104609.3014694668
72,1533,143561.14152076642
73,1534,120648.81689925314
74,1535,139663.53310974012
75,1536,113263.70819731322
76,1537,69734.81970314714
77,1538,151028.95757926878
78,1539,195519.25914563183
79,1540,99294.00487237511
80,1541,138181.46840723482
81,1542,135109.4577731457
82,1543,179827.06426424367
83,1544,86679.8278568527
84,1545,108388.74246007379
85,1546,133425.3516622737
86,1547,132785.00459703343
87,1548,135309.09554715798
88,1549,118861.92734062867
89,1550,137857.15783128724
90,1551,112263.07661921799
91,1552,141976.771346781
92,1553,137002.37056813526
93,1554,119188.64500309178
94,1555,157507.27781015928
95,1556,92128.37975012748
96,1557,106195.21294474011
97,1558,99096.37886495709
98,1559,87046.12427965095
99,1560,136071.55997847632
100,1561,124296.23529857428
101,1562,130119.66102867658
102,1563,122978.64983477324
103,1564,156756.1092839077
104,1565,149922.23676507396
105,1566,226037.11023319472
106,1567,80556.08585415556
107,1568,232239.9896791802
108,1569,131876.91125719884
109,1570,136301.35670030364
110,1571,118250.13621199378
111,1572,138999.07113547792
112,1573,223160.95950723113
113,1574,119721.55026633937
114,1575,220838.3909516025
115,1576,236976.78429574595
116,1577,192783.1276814447
117,1578,145754.5436008055
118,1579,140721.49358521035
119,1580,192759.5963273326
120,1581,146918.30913451494
121,1582,128934.4700751548
122,1583,300328.00026012096
123,1584,230833.2371274085
124,1585,138689.21902391245
125,1586,75417.52107596747
126,1587,108211.72751983264
127,1588,148868.95970447522
128,1589,95462.78220984523
129,1590,131777.80187395366
130,1591,97541.01011208346
131,1592,117366.62909995687
132,1593,130472.75948105888
133,1594,126982.32250686976
134,1595,112376.8891370231
135,1596,220599.0321117703
136,1597,178205.18035709677
137,1598,205384.0905973949
138,1599,174616.16887441574
139,1600,175692.51314094925
140,1601,71859.43381196106
141,1602,111813.92147775824
142,1603,87134.81685275293
143,1604,267956.4859624466
144,1605,246818.77149235955
145,1606,168497.11673301776
146,1607,170790.47151242755
147,1608,221092.84237917757
148,1609,187372.0287122907
149,1610,156780.10054459126
150,1611,143498.30693659498
151,1612,171440.6594722196
152,1613,168244.5681800594
153,1614,124034.19929477095
154,1615,89932.34290037295
155,1616,81475.63331195082
156,1617,92150.29759582927
157,1618,129791.15149484469
158,1619,140436.64524278033
159,1620,161894.50977368286
160,1621,135633.4109812854
161,1622,147870.30935309542
162,1623,267891.1329959979
163,1624,207560.87210986874
164,1625,121165.84614518128
165,1626,172772.52967950556
166,1627,186590.63931106537
167,1628,272227.3497997356
168,1629,178910.13583817933
169,1630,323134.4334001109
170,1631,214548.40025636274
171,1632,237275.57774087501
172,1633,178502.76911656186
173,1634,187766.4965023256
174,1635,178722.9963794095
175,1636,160759.2667264458
176,1637,187805.23125060956
177,1638,189571.50546508125
178,1639,182991.4703016906
179,1640,245271.73990798616
180,1641,178195.35466395033
181,1642,235083.28258280043
182,1643,220114.35341073613
183,1644,232344.24833982
184,1645,192976.36058007067
185,1646,161158.24108520246
186,1647,160240.56771606792
187,1648,134948.00283050752
188,1649,142810.30184278084
189,1650,119793.53413321787
190,1651,121917.32087550056
191,1652,98403.2918479669
192,1653,101947.32606898423
193,1654,151900.52219510125
194,1655,143097.16164904775
195,1656,144774.3251539609
196,1657,152647.63175079547
197,1658,154367.40763229603
198,1659,129427.2895419733
199,1660,153158.34813531913
200,1661,423025.7254365458
201,1662,376143.1996533034
202,1663,361696.1740579712
203,1664,451759.27525689645
204,1665,306395.7787041642
205,1666,323667.2923208624
206,1667,355951.0509531958
207,1668,337335.24727904215
208,1669,305279.2664763684
209,1670,339763.88849658705
210,1671,259600.4838626691
211,1672,439376.5923895519
212,1673,295829.0766895778
213,1674,247491.3480546112
214,1675,194091.11370343118
215,1676,192947.7991108131
216,1677,212687.71164667147
217,1678,450423.7987689733
218,1679,383489.4897307841
219,1680,313597.5186055419
220,1681,245952.01685732062
221,1682,312531.4774936156
222,1683,191266.26353231422
223,1684,177380.5800092697
224,1685,175847.73415286012
225,1686,172602.38384719173
226,1687,171551.14623357274
227,1688,188171.0182816611
228,1689,192351.79700950554
229,1690,193872.21644031198
230,1691,185647.15112672627
231,1692,265165.0776667426
232,1693,172283.0354445717
233,1694,185918.80324418182
234,1695,173926.7089906376
235,1696,272637.3715787261
236,1697,176061.19019512032
237,1698,335571.56325163867
238,1699,322839.65023700893
239,1700,248175.08172520352
240,1701,263313.5241248
241,1702,241227.32290115938
242,1703,245594.28263291676
243,1704,278807.4450706235
244,1705,237586.95775561695
245,1706,389557.05251846113
246,1707,212061.39087300852
247,1708,207646.36983044172
248,1709,262777.91013391723
249,1710,223743.41493283486
250,1711,271983.9987689325
251,1712,249877.30248181624
252,1713,269812.56188304414
253,1714,217167.34053157782
254,1715,206708.12810573616
255,1716,179834.93660677728
256,1717,177524.0805481263
257,1718,132317.88238257373
258,1719,206696.74307958904
259,1720,237745.99249995162
260,1721,163013.05218260013
261,1722,122610.64084545296
262,1723,154147.37554741855
263,1724,205992.75870798805
264,1725,237366.79694017814
265,1726,190264.40275113238
266,1727,162757.10113298177
267,1728,181326.48182181898
268,1729,166093.87736739707
269,1730,154413.59563481045
270,1731,123549.72170953348
271,1732,130425.94947428508
272,1733,117286.51161865472
273,1734,126827.24717006096
274,1735,131120.31334480134
275,1736,113635.10551058213
276,1737,305805.03237429913
277,1738,233392.4889054293
278,1739,255703.74864920412
279,1740,206267.84460743854
280,1741,183858.96833182074
281,1742,170706.43243890177
282,1743,178608.7575624177
283,1744,303400.5060286097
284,1745,210138.9252496122
285,1746,212815.06909282051
286,1747,208591.89371050795
287,1748,218057.50437919758
288,1749,150771.96250927466
289,1750,130780.82325419228
290,1751,236699.5275590235
291,1752,121768.26069104817
292,1753,145453.0071298898
293,1754,195374.86175908265
294,1755,162215.30673045793
295,1756,128333.86591320849
296,1757,121909.90683745552
297,1758,146638.07980615995
298,1759,161414.00184432123
299,1760,162315.9815115595
300,1761,143937.17619681038
301,1762,180350.83582798025
302,1763,176850.38696607307
303,1764,118639.03995213006
304,1765,160147.67818653377
305,1766,183644.0873331967
306,1767,206476.22394404717
307,1768,141035.05768201657
308,1769,168949.73183888174
309,1770,153160.8704666571
310,1771,124555.28645438577
311,1772,134822.94439849793
312,1773,133014.90636117232
313,1774,138323.85358885548
314,1775,141426.42209059984
315,1776,127130.02415506294
316,1777,116169.14489260523
317,1778,137345.73344057635
318,1779,123721.2220573995
319,1780,173019.93933725113
320,1781,126217.06850983558
321,1782,96139.0716749678
322,1783,139574.16633713734
323,1784,105485.68417696317
324,1785,117371.40253263063
325,1786,150504.1054001237
326,1787,165193.525777957
327,1788,62691.50452168625
328,1789,97681.80338700843
329,1790,87034.15379143508
330,1791,184452.49942969595
331,1792,152135.3600610413
332,1793,134030.82077913202
333,1794,150512.28400487892
334,1795,135771.8701047904
335,1796,130540.94633038825
336,1797,112472.30098172651
337,1798,123622.37820028127
338,1799,111882.23769922701
339,1800,127723.25461990031
340,1801,126784.68594409691
341,1802,140691.41553457314
342,1803,150069.91081095452
343,1804,138925.51198220873
344,1805,136965.9576511053
345,1806,121028.38981831745
346,1807,134952.06365235348
347,1808,119815.2678648805
348,1809,122418.98996726725
349,1810,139728.5831808769
350,1811,94834.31252265425
351,1812,101573.48109829664
352,1813,122807.037542503
353,1814,101165.39487916863
354,1815,61317.102668725354
355,1816,101260.42691584842
356,1817,113676.51788026704
357,1818,134718.25111593743
358,1819,121581.60351068334
359,1820,71983.29824359003
360,1821,118577.98534545279
361,1822,150924.7850544003
362,1823,56465.3597643134
363,1824,128167.04612221374
364,1825,138187.69452231113
365,1826,105637.57250589144
366,1827,106644.71373397004
367,1828,131232.28576513447
368,1829,121022.24815221332
369,1830,137590.58825112862
370,1831,145461.64166320913
371,1832,93676.364520021
372,1833,141633.2097953802
373,1834,122833.04274789369
374,1835,124363.48465256885
375,1836,122492.6991425736
376,1837,89344.62602872061
377,1838,125027.2011996256
378,1839,102110.0356435712
379,1840,149924.80038771452
380,1841,134848.19685300457
381,1842,96509.04870063614
382,1843,131705.8970009407
383,1844,143634.0963383252
384,1845,143712.5283407118
385,1846,154315.43252352448
386,1847,161889.2513843152
387,1848,61642.26824411204
388,1849,112117.95727993923
389,1850,123741.56993381293
390,1851,145665.49195145036
391,1852,129553.5667151081
392,1853,128874.3247543633
393,1854,161714.3963950097
394,1855,152556.97604760312
395,1856,227247.62775757955
396,1857,151449.5095450565
397,1858,135337.50116918312
398,1859,119500.40452963099
399,1860,146861.23771625222
400,1861,118978.60159373621
401,1862,319901.3932786889
402,1863,303975.7232859626
403,1864,303986.2465566114
404,1865,329139.6189452006
405,1866,326823.7027167035
406,1867,231357.5891301451
407,1868,283350.71483549697
408,1869,203083.41602924588
409,1870,227130.80778682168
410,1871,257966.4276685166
411,1872,173809.43563227178
412,1873,235292.8445769209
413,1874,144613.1446694854
414,1875,196832.81492238154
415,1876,198701.96572689328
416,1877,207514.107298723
417,1878,206792.02900025522
418,1879,128622.76868541035
419,1880,132870.27652004463
420,1881,243234.9967673657
421,1882,245643.82343643863
422,1883,190795.51804026242
423,1884,207703.01865035377
424,1885,233171.88739786152
425,1886,283163.5753564646
426,1887,211512.43087337702
427,1888,266587.5104073639
428,1889,168461.68228150002
429,1890,121693.80390722121
430,1891,134828.70440880992
431,1892,104416.60469088593
432,1893,130512.23213409292
433,1894,125916.8708616806
434,1895,136428.78730976963
435,1896,124596.72047483062
436,1897,117623.8918230164
437,1898,110935.23639896534
438,1899,152022.93457971624
439,1900,143462.0328811935
440,1901,170095.65060241107
441,1902,144225.88079606497
442,1903,221325.20368423883
443,1904,137092.82137831548
444,1905,187675.89488060068
445,1906,144716.1633217075
446,1907,191456.79822062462
447,1908,116196.0810641211
448,1909,138976.11536345247
449,1910,126053.3077920814
450,1911,207429.1325618372
451,1912,293080.34813957964
452,1913,138430.34703748787
453,1914,65951.33933022027
454,1915,308640.3512663975
455,1916,65954.79506911727
456,1917,238618.04023109147
457,1918,139810.03341357125
458,1919,163574.9875027841
459,1920,155901.18005043676
460,1921,373835.9583574076
461,1922,313860.60527906666
462,1923,216674.43876220201
463,1924,224977.0056631044
464,1925,209653.6095611062
465,1926,358308.0460717274
466,1927,132287.2042307581
467,1928,156379.41185167024
468,1929,122405.60900292365
469,1930,131009.12737512376
470,1931,137200.25978198776
471,1932,136758.37228695472
472,1933,181094.4050554841
473,1934,178646.03921175963
474,1935,173454.12327397792
475,1936,188136.1593283448
476,1937,181958.82743881093
477,1938,170531.7779771102
478,1939,245536.20897851506
479,1940,190680.59088170633
480,1941,170869.9831269477
481,1942,183221.0096013301
482,1943,208810.66919653345
483,1944,356358.1503435484
484,1945,373150.18985661445
485,1946,140181.86265417747
486,1947,279886.53637381236
487,1948,162791.67403303515
488,1949,240272.35467468196
489,1950,183323.92138809417
490,1951,242816.68756700004
491,1952,214295.87929658988
492,1953,166405.78366882936
493,1954,186754.76991603838
494,1955,132451.713235265
